caseid,task,arrive:timestamp,start:timestamp,time:timestamp,role,open_cases,st_tsk_wip,queue,event_nr,hour,month,timesincecasestart,timesincelastevent,timesincemidnight,weekday,attrib_trace,label
3,Create Request for Quotation,2011-01-02 09:53:30,2011-01-02 10:27:54,2011-01-02 10:29:54,Francis Odell,59,0.04731771817151492,0,3,10,1,2067.9,42.4,627.9,7,{'lifecycle:transition': 'complete'},deviant
4,Analyze Purchase Requisition,2011-01-01 08:54:28,2011-01-02 10:44:01,2011-01-02 10:50:01,Maris Freeman,44,0.03333962976955043,0,2,10,1,2084.016666666667,1570.55,644.0166666666667,7,{'lifecycle:transition': 'complete'},deviant
4,Create Request for Quotation,2011-01-02 10:50:01,2011-01-02 11:26:45,2011-01-02 11:28:45,Heinz Gutschmidt,59,0.04731771817151492,0,3,11,1,2126.75,42.733333333333334,686.75,7,{'lifecycle:transition': 'complete'},deviant
17_CF,Create Request for Quotation,2011-01-02 04:34:13,2011-01-02 11:16:40,2011-01-02 11:31:59,Immanuel Karagianni,55,0.04731771817151492,0,2,11,1,2116.6666666666665,411.06666666666666,676.6666666666666,7,{'lifecycle:transition': 'complete'},deviant
15_CF,Create Request for Quotation,2011-01-02 03:49:03,2011-01-02 11:33:23,2011-01-02 11:48:36,Immanuel Karagianni,54,0.04731771817151492,0,2,11,1,2133.383333333333,472.93333333333334,693.3833333333333,7,{'lifecycle:transition': 'complete'},deviant
38_CF,Create Purchase Requisition,2011-01-02 12:19:31,2011-01-02 12:19:31,2011-01-02 12:27:58,Esmana Liubiata,60,0.1258027956176804,0,1,12,1,2179.516666666667,2179.516666666667,739.5166666666667,7,{'lifecycle:transition': 'complete'},deviant
5,Analyze Purchase Requisition,2011-01-01 10:45:28,2011-01-02 12:54:11,2011-01-02 13:01:11,Maris Freeman,46,0.03333962976955043,0,2,12,1,2214.1833333333334,1614.7166666666667,774.1833333333333,7,{'lifecycle:transition': 'complete'},deviant
21_CF,Create Request for Quotation,2011-01-02 05:58:23,2011-01-02 12:47:35,2011-01-02 13:02:59,Immanuel Karagianni,56,0.04731771817151492,0,2,12,1,2207.5833333333335,417.76666666666665,767.5833333333334,7,{'lifecycle:transition': 'complete'},deviant
5,Create Request for Quotation,2011-01-02 13:01:11,2011-01-02 13:37:47,2011-01-02 13:38:47,Maris Freeman,60,0.04731771817151492,0,3,13,1,2257.7833333333333,43.6,817.7833333333333,7,{'lifecycle:transition': 'complete'},deviant
22_CF,Create Request for Quotation,2011-01-02 06:36:22,2011-01-02 13:32:25,2011-01-02 13:47:52,Immanuel Karagianni,57,0.04731771817151492,0,2,13,1,2252.4166666666665,424.6,812.4166666666666,7,{'lifecycle:transition': 'complete'},deviant
1,Analyze Request for Quotation,2011-01-01 06:37:36,2011-01-02 13:42:39,2011-01-02 13:56:39,Karel de Groot,42,0.1774650547789951,0,3,13,1,2262.65,1873.05,822.65,7,{'lifecycle:transition': 'complete'},deviant
39_CF,Create Purchase Requisition,2011-01-02 14:08:15,2011-01-02 14:08:15,2011-01-02 14:16:40,Esmana Liubiata,61,0.1258027956176804,0,1,14,1,2288.25,2288.25,848.25,7,{'lifecycle:transition': 'complete'},deviant
25_CF,Create Request for Quotation,2011-01-02 07:27:16,2011-01-02 14:30:17,2011-01-02 14:45:47,Immanuel Karagianni,58,0.04731771817151492,0,2,14,1,2310.2833333333333,431.55,870.2833333333333,7,{'lifecycle:transition': 'complete'},deviant
2,Analyze Request for Quotation,2011-01-01 07:51:56,2011-01-02 15:31:37,2011-01-02 15:35:37,Karel de Groot,43,0.1774650547789951,0,3,15,1,2371.616666666667,1909.6833333333334,931.6166666666667,7,{'lifecycle:transition': 'complete'},regular
40_CF,Create Purchase Requisition,2011-01-02 15:56:32,2011-01-02 15:56:32,2011-01-02 16:04:53,Esmana Liubiata,62,0.1258027956176804,0,1,15,1,2396.5333333333333,2396.5333333333333,956.5333333333333,7,{'lifecycle:transition': 'complete'},deviant
35_CF,Create Request for Quotation,2011-01-02 08:40:34,2011-01-02 15:50:39,2011-01-02 16:06:15,Nico Ojenbeer,59,0.04731771817151492,0,2,15,1,2390.65,438.6,950.65,7,{'lifecycle:transition': 'complete'},deviant
41_CF,Create Purchase Requisition,2011-01-02 17:14:46,2011-01-02 17:14:46,2011-01-02 17:23:09,Anne Olwada,63,0.1258027956176804,0,1,17,1,2474.766666666667,2474.766666666667,1034.7666666666667,7,{'lifecycle:transition': 'complete'},deviant
42_CF,Create Purchase Requisition,2011-01-02 19:36:52,2011-01-02 19:36:52,2011-01-02 19:45:13,Anne Olwada,64,0.1258027956176804,0,1,19,1,2616.866666666667,2616.866666666667,1176.8666666666666,7,{'lifecycle:transition': 'complete'},deviant
38_CF,Create Request for Quotation,2011-01-02 12:27:58,2011-01-02 19:45:14,2011-01-02 20:01:02,Immanuel Karagianni,60,0.04731771817151492,0,2,19,1,2625.233333333333,445.71666666666664,1185.2333333333333,7,{'lifecycle:transition': 'complete'},deviant
2,Amend Request for Quotation,2011-01-02 15:35:37,2011-01-02 19:56:36,2011-01-02 20:01:36,Christian Francois,61,0.057329051756705704,0,4,19,1,2636.6,264.98333333333335,1196.6,7,{'lifecycle:transition': 'complete'},regular
44_CF,Create Purchase Requisition,2011-01-02 21:36:41,2011-01-02 21:36:41,2011-01-02 21:45:01,Esmana Liubiata,65,0.1258027956176804,0,1,21,1,2736.6833333333334,2736.6833333333334,1296.6833333333334,7,{'lifecycle:transition': 'complete'},deviant
39_CF,Create Request for Quotation,2011-01-02 14:16:40,2011-01-02 21:41:17,2011-01-02 21:56:46,Immanuel Karagianni,61,0.04731771817151492,0,2,21,1,2741.2833333333333,453.03333333333336,1301.2833333333333,7,{'lifecycle:transition': 'complete'},deviant
47_CF,Create Purchase Requisition,2011-01-02 22:48:22,2011-01-02 22:48:22,2011-01-02 22:56:41,Esmana Liubiata,66,0.1258027956176804,0,1,22,1,2808.366666666667,2808.366666666667,1368.3666666666666,7,{'lifecycle:transition': 'complete'},deviant
51_CF,Create Purchase Requisition,2011-01-02 23:05:54,2011-01-02 23:05:54,2011-01-02 23:14:13,Esmana Liubiata,67,0.1258027956176804,0,1,23,1,2825.9,2825.9,1385.9,7,{'lifecycle:transition': 'complete'},deviant
57_CF,Create Purchase Requisition,2011-01-03 00:38:56,2011-01-03 00:38:56,2011-01-03 00:47:52,Miu Hanwan,68,0.1258027956176804,0,1,0,1,2918.9333333333334,2918.9333333333334,38.93333333333333,1,{'lifecycle:transition': 'complete'},deviant
40_CF,Create Request for Quotation,2011-01-02 16:04:53,2011-01-03 00:52:11,2011-01-03 01:07:43,Immanuel Karagianni,62,0.04731771817151492,0,2,0,1,2932.1833333333334,535.65,52.18333333333333,1,{'lifecycle:transition': 'complete'},deviant
41_CF,Create Request for Quotation,2011-01-02 17:23:09,2011-01-03 01:02:58,2011-01-03 01:17:17,Francis Odell,63,0.04731771817151492,0,2,1,1,2942.9666666666667,468.2,62.96666666666667,1,{'lifecycle:transition': 'complete'},deviant
0_CF,Analyze Request for Quotation,2011-01-01 14:58:42,2011-01-03 01:02:44,2011-01-03 01:17:31,Francois de Perrier,47,0.1774650547789951,0,3,1,1,2942.733333333333,2061.983333333333,62.733333333333334,1,{'lifecycle:transition': 'complete'},deviant
59_CF,Create Purchase Requisition,2011-01-03 01:55:18,2011-01-03 01:55:18,2011-01-03 02:04:07,Esmana Liubiata,69,0.1258027956176804,0,1,1,1,2995.3,2995.3,115.3,1,{'lifecycle:transition': 'complete'},deviant
60_CF,Create Purchase Requisition,2011-01-03 02:29:31,2011-01-03 02:29:31,2011-01-03 02:38:17,Tesca Lobes,70,0.1258027956176804,0,1,2,1,3029.516666666667,3029.516666666667,149.51666666666668,1,{'lifecycle:transition': 'complete'},deviant
3_CF,Analyze Purchase Requisition,2011-01-01 22:38:17,2011-01-03 03:15:48,2011-01-03 03:29:49,Magdalena Predutta,52,0.03333962976955043,0,4,3,1,3075.8,1739.4833333333333,195.8,1,{'lifecycle:transition': 'complete'},deviant
42_CF,Create Request for Quotation,2011-01-02 19:45:13,2011-01-03 03:32:51,2011-01-03 03:47:14,Francis Odell,64,0.04731771817151492,0,2,3,1,3092.85,475.98333333333335,212.85,1,{'lifecycle:transition': 'complete'},deviant
61_CF,Create Purchase Requisition,2011-01-03 04:04:29,2011-01-03 04:04:29,2011-01-03 04:13:09,Esmana Liubiata,70,0.1258027956176804,0,1,4,1,3124.483333333333,3124.483333333333,244.48333333333332,1,{'lifecycle:transition': 'complete'},deviant
11_CF,Analyze Purchase Requisition,2011-01-02 04:44:45,2011-01-03 04:26:07,2011-01-03 04:38:30,Magdalena Predutta,55,0.03333962976955043,0,4,4,1,3146.116666666667,1440.2833333333333,266.1166666666667,1,{'lifecycle:transition': 'complete'},deviant
62_CF,Create Purchase Requisition,2011-01-03 05:33:09,2011-01-03 05:33:09,2011-01-03 05:41:44,Esmana Liubiata,70,0.1258027956176804,0,1,5,1,3213.15,3213.15,333.15,1,{'lifecycle:transition': 'complete'},deviant
1,Send Request for Quotation to Supplier,2011-01-02 13:56:39,2011-01-03 05:24:05,2011-01-03 05:50:05,Karel de Groot,60,0.07225160559123536,0,4,5,1,3204.0833333333335,941.4333333333333,324.0833333333333,1,{'lifecycle:transition': 'complete'},deviant
2_CF,Analyze Request for Quotation,2011-01-01 18:15:10,2011-01-03 05:43:59,2011-01-03 05:57:14,Francois de Perrier,50,0.1774650547789951,0,3,5,1,3223.983333333333,2146.9,343.98333333333335,1,{'lifecycle:transition': 'complete'},deviant
42_CF,Create Request for Quotation,2011-01-03 03:47:14,2011-01-03 06:14:20,2011-01-03 06:32:42,Francois de Perrier,69,0.04731771817151492,0,3,6,1,3254.3333333333335,161.48333333333332,374.3333333333333,1,{'lifecycle:transition': 'complete'},deviant
47_CF,Create Request for Quotation,2011-01-02 22:56:41,2011-01-03 07:00:18,2011-01-03 07:16:05,Immanuel Karagianni,66,0.04731771817151492,0,2,7,1,3300.3,491.93333333333334,420.3,1,{'lifecycle:transition': 'complete'},deviant
51_CF,Create Request for Quotation,2011-01-02 23:14:13,2011-01-03 07:26:01,2011-01-03 07:41:49,Immanuel Karagianni,67,0.04731771817151492,0,2,7,1,3326.016666666667,500.1166666666667,446.01666666666665,1,{'lifecycle:transition': 'complete'},deviant
44_CF,Create Request for Quotation,2011-01-02 21:45:01,2011-01-03 07:41:49,2011-01-03 07:57:30,Immanuel Karagianni,65,0.04731771817151492,0,2,7,1,3326.4166666666665,589.7333333333333,446.4166666666667,1,{'lifecycle:transition': 'complete'},deviant
63_CF,Create Purchase Requisition,2011-01-03 08:07:38,2011-01-03 08:07:38,2011-01-03 08:16:04,Esmana Liubiata,71,0.1258027956176804,0,1,8,1,3367.633333333333,3367.633333333333,487.6333333333333,1,{'lifecycle:transition': 'complete'},deviant
41_CF,Create Request for Quotation,2011-01-03 01:17:17,2011-01-03 08:40:04,2011-01-03 08:58:06,Francois de Perrier,68,0.04731771817151492,0,3,8,1,3400.0666666666666,457.1,520.0666666666667,1,{'lifecycle:transition': 'complete'},deviant
8_CF,Analyze Request for Quotation,2011-01-01 20:58:35,2011-01-03 09:19:39,2011-01-03 09:32:46,Francois de Perrier,51,0.1774650547789951,0,3,9,1,3439.65,2199.3166666666666,559.65,1,{'lifecycle:transition': 'complete'},deviant
64_CF,Create Purchase Requisition,2011-01-03 09:30:16,2011-01-03 09:30:16,2011-01-03 09:38:38,Esmana Liubiata,72,0.1258027956176804,0,1,9,1,3450.266666666667,3450.266666666667,570.2666666666667,1,{'lifecycle:transition': 'complete'},deviant
10,Create Purchase Requisition,2011-01-03 10:01:49,2011-01-03 10:01:49,2011-01-03 10:52:49,Esmana Liubiata,73,0.1258027956176804,0,1,10,1,3481.8166666666666,3481.8166666666666,601.8166666666667,1,{'lifecycle:transition': 'complete'},regular
57_CF,Create Request for Quotation,2011-01-03 00:47:52,2011-01-03 10:42:08,2011-01-03 10:53:58,Maris Freeman,68,0.04731771817151492,0,2,10,1,3522.133333333333,603.2,642.1333333333333,1,{'lifecycle:transition': 'complete'},deviant
9_CF,Analyze Request for Quotation,2011-01-01 22:24:01,2011-01-03 11:41:52,2011-01-03 11:54:54,Francois de Perrier,51,0.1774650547789951,0,3,11,1,3581.866666666667,2256.2,701.8666666666667,1,{'lifecycle:transition': 'complete'},deviant
1,Create Quotation comparison Map,2011-01-03 05:50:05,2011-01-03 08:47:39,2011-01-03 12:18:39,Magdalena Predutta,70,0.4004533434076313,0,5,8,1,3407.65,203.56666666666666,527.65,1,{'lifecycle:transition': 'complete'},deviant
59_CF,Create Request for Quotation,2011-01-03 02:04:07,2011-01-03 12:13:14,2011-01-03 12:25:53,Immanuel Karagianni,69,0.04731771817151492,0,2,12,1,3613.233333333333,617.9333333333333,733.2333333333333,1,{'lifecycle:transition': 'complete'},deviant
11,Create Purchase Requisition,2011-01-03 11:57:28,2011-01-03 11:57:28,2011-01-03 12:38:28,Miu Hanwan,74,0.1258027956176804,0,1,11,1,3597.4666666666667,3597.4666666666667,717.4666666666667,1,{'lifecycle:transition': 'complete'},deviant
12,Create Purchase Requisition,2011-01-03 12:56:42,2011-01-03 12:56:42,2011-01-03 13:06:42,Alberto Duport,75,0.1258027956176804,0,1,12,1,3656.7,3656.7,776.7,1,{'lifecycle:transition': 'complete'},deviant
60_CF,Create Request for Quotation,2011-01-03 02:38:17,2011-01-03 13:02:37,2011-01-03 13:15:16,Nico Ojenbeer,70,0.04731771817151492,0,2,13,1,3662.616666666667,633.1,782.6166666666667,1,{'lifecycle:transition': 'complete'},deviant
13,Create Purchase Requisition,2011-01-03 13:05:50,2011-01-03 13:05:50,2011-01-03 13:24:50,Anna Kaufmann,76,0.1258027956176804,0,1,13,1,3665.8333333333335,3665.8333333333335,785.8333333333334,1,{'lifecycle:transition': 'complete'},regular
26_CF,Create Purchase Requisition,2011-01-03 14:01:54,2011-01-03 14:01:54,2011-01-03 14:10:04,Miu Hanwan,77,0.1258027956176804,0,1,14,1,3721.9,3721.9,841.9,1,{'lifecycle:transition': 'complete'},deviant
61_CF,Create Request for Quotation,2011-01-03 04:13:09,2011-01-03 14:37:29,2011-01-03 14:50:28,Immanuel Karagianni,70,0.04731771817151492,0,2,14,1,3757.483333333333,633.0,877.4833333333333,1,{'lifecycle:transition': 'complete'},deviant
0_CF,Send Request for Quotation to Supplier,2011-01-03 01:17:31,2011-01-03 13:01:34,2011-01-03 15:52:24,Karel de Groot,68,0.07225160559123536,0,4,13,1,3661.5666666666666,718.8333333333334,781.5666666666667,1,{'lifecycle:transition': 'complete'},deviant
14,Create Purchase Requisition,2011-01-03 15:22:47,2011-01-03 15:22:47,2011-01-03 16:14:47,Miu Hanwan,78,0.1258027956176804,0,1,15,1,3802.7833333333333,3802.7833333333333,922.7833333333333,1,{'lifecycle:transition': 'complete'},regular
62_CF,Create Request for Quotation,2011-01-03 05:41:44,2011-01-03 16:06:04,2011-01-03 16:18:46,Immanuel Karagianni,70,0.04731771817151492,0,2,16,1,3846.0666666666666,632.9166666666666,966.0666666666667,1,{'lifecycle:transition': 'complete'},deviant
57_CF,Create Request for Quotation,2011-01-03 10:53:58,2011-01-03 16:47:56,2011-01-03 17:04:19,Francois de Perrier,73,0.04731771817151492,0,3,16,1,3887.9333333333334,365.8,1007.9333333333333,1,{'lifecycle:transition': 'complete'},deviant
13_CF,Analyze Request for Quotation,2011-01-02 03:57:38,2011-01-03 17:04:19,2011-01-03 17:17:10,Francois de Perrier,54,0.1774650547789951,0,3,16,1,3896.2166666666667,2236.6,1016.2166666666667,1,{'lifecycle:transition': 'complete'},deviant
15,Create Purchase Requisition,2011-01-03 17:46:11,2011-01-03 17:46:11,2011-01-03 18:03:11,Clement Duchot,79,0.1258027956176804,0,1,17,1,3946.1833333333334,3946.1833333333334,1066.1833333333334,1,{'lifecycle:transition': 'complete'},deviant
2,Analyze Request for Quotation,2011-01-02 20:01:36,2011-01-03 17:35:07,2011-01-03 18:08:07,Magdalena Predutta,64,0.1774650547789951,0,5,17,1,3935.116666666667,1298.5166666666667,1055.1166666666666,1,{'lifecycle:transition': 'complete'},regular
2,Amend Request for Quotation,2011-01-03 18:08:07,2011-01-03 18:40:14,2011-01-03 18:46:14,Esmana Liubiata,79,0.057329051756705704,0,6,18,1,4000.233333333333,65.11666666666666,1120.2333333333333,1,{'lifecycle:transition': 'complete'},regular
63_CF,Create Request for Quotation,2011-01-03 08:16:04,2011-01-03 18:55:59,2011-01-03 19:08:45,Immanuel Karagianni,71,0.04731771817151492,0,2,18,1,4015.983333333333,648.35,1135.9833333333333,1,{'lifecycle:transition': 'complete'},deviant
16,Create Purchase Requisition,2011-01-03 18:45:45,2011-01-03 18:46:14,2011-01-03 19:35:14,Esmana Liubiata,80,0.1258027956176804,0,1,18,1,4005.75,4005.75,1125.75,1,{'lifecycle:transition': 'complete'},regular
1,Analyze Quotation Comparison Map,2011-01-03 12:18:39,2011-01-03 19:15:57,2011-01-03 19:44:57,Immanuel Karagianni,74,0.0646014355874575,0,6,19,1,4035.95,628.3,1155.95,1,{'lifecycle:transition': 'complete'},deviant
1,Choose best option,2011-01-03 19:44:57,2011-01-03 19:45:41,2011-01-03 19:45:41,Tesca Lobes,80,0.0,0,7,19,1,4065.6833333333334,29.733333333333334,1185.6833333333334,1,{'lifecycle:transition': 'complete'},deviant
14_CF,Analyze Request for Quotation,2011-01-02 09:20:43,2011-01-03 19:41:21,2011-01-03 19:53:26,Francois de Perrier,59,0.1774650547789951,0,3,19,1,4061.35,2075.7833333333333,1181.35,1,{'lifecycle:transition': 'complete'},deviant
53_CF,Create Purchase Requisition,2011-01-03 19:52:57,2011-01-03 19:52:57,2011-01-03 20:00:58,Esmana Liubiata,81,0.1258027956176804,0,1,19,1,4072.95,4072.95,1192.95,1,{'lifecycle:transition': 'complete'},deviant
2_CF,Send Request for Quotation to Supplier,2011-01-03 05:57:14,2011-01-03 17:22:58,2011-01-03 20:19:43,Karel de Groot,70,0.07225160559123536,0,4,17,1,3922.9666666666667,698.9833333333333,1042.9666666666667,1,{'lifecycle:transition': 'complete'},deviant
15_CF,Analyze Request for Quotation,2011-01-02 11:48:36,2011-01-03 20:17:25,2011-01-03 20:29:30,Francois de Perrier,59,0.1774650547789951,0,3,20,1,4097.416666666667,1964.0333333333333,1217.4166666666667,1,{'lifecycle:transition': 'complete'},deviant
0_CF,Create Quotation comparison Map,2011-01-03 15:52:24,2011-01-03 20:19:43,2011-01-03 20:33:26,Karel de Groot,78,0.4004533434076313,0,5,18,1,3977.4666666666667,315.9,1097.4666666666667,1,{'lifecycle:transition': 'complete'},deviant
64_CF,Create Request for Quotation,2011-01-03 09:38:38,2011-01-03 20:34:30,2011-01-03 20:47:37,Immanuel Karagianni,72,0.04731771817151492,0,2,20,1,4114.5,664.2333333333333,1234.5,1,{'lifecycle:transition': 'complete'},deviant
17,Create Purchase Requisition,2011-01-03 20:46:11,2011-01-03 20:46:11,2011-01-03 21:31:11,Anne Olwada,82,0.1258027956176804,0,1,20,1,4126.183333333333,4126.183333333333,1246.1833333333334,1,{'lifecycle:transition': 'complete'},deviant
18,Create Purchase Requisition,2011-01-03 21:35:41,2011-01-03 21:35:41,2011-01-03 21:51:41,Tesca Lobes,83,0.1258027956176804,0,1,21,1,4175.683333333333,4175.683333333333,1295.6833333333334,1,{'lifecycle:transition': 'complete'},deviant
